Using TensorFlow backend.
2019-01-10 09:56:50.709261: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-01-10 09:56:57.360484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.6325
pciBusID: 0000:84:00.0
totalMemory: 10.91GiB freeMemory: 10.75GiB
2019-01-10 09:56:57.360564: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2019-01-10 09:56:57.840145: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-01-10 09:56:57.840218: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2019-01-10 09:56:57.840231: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2019-01-10 09:56:57.840602: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10400 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:84:00.0, compute capability: 6.1)
Reading data/kiba/ start
Read data/kiba/ start
2111
229
tmp1545016336.2369363/
Reading data/kiba/ start
val set 19709
train set 78836
val set 19709
train set 78836
val set 19709
train set 78836
val set 19709
train set 78836
val set 19709
train set 78836
[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]
[32]
[4, 8]
[8, 12]
tranpytorch.py:148: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv1XD.weight)
tranpytorch.py:150: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv2XD.weight)
tranpytorch.py:152: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv3XD.weight)
tranpytorch.py:156: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv1XT.weight)
tranpytorch.py:158: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv2XT.weight)
tranpytorch.py:160: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv3XT.weight)
tranpytorch.py:163: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.fc1.weight)
tranpytorch.py:165: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.fc2.weight)
tranpytorch.py:167: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.fc3.weight)
tranpytorch.py:169: UserWarning: nn.init.normal is now deprecated in favor of nn.init.normal_.
  torch.nn.init.normal(self.fc4.weight)
param  4   32   8
epoch  0  , train loss  24.32769196018901   , vali loss  1.5137317193335331
epoch  44  , train loss  0.7040747577205714   , vali loss  0.7175967255570862
epoch  45  , train loss  0.7039837747822856   , vali loss  0.717550842830583
epoch  46  , train loss  0.7039382887658382   , vali loss  0.7175553914340423
epoch  47  , train loss  0.7038316243079175   , vali loss  0.7175942532088007
epoch  48  , train loss  0.7038859664362566   , vali loss  0.7176915728263801
epoch  49  , train loss  0.703864094081054   , vali loss  0.7179536136283354
epoch  50  , train loss  0.7038199681235059   , vali loss  0.7181993426207968
epoch  51  , train loss  0.7037770848573267   , vali loss  0.7184989037648735
epoch  52  , train loss  0.7037159036335574   , vali loss  0.7186824596026782
epoch  53  , train loss  0.7037442098306711   , vali loss  0.7188664916516245
epoch  54  , train loss  0.703716626038586   , vali loss  0.7189344204302592
epoch  55  , train loss  0.7037066708441418   , vali loss  0.7189450800264617
epoch  56  , train loss  0.7036458180220355   , vali loss  0.7193431707270233
epoch  57  , train loss  0.7041447779148692   , vali loss  0.7180149306342013
epoch  58  , train loss  0.7038459079808385   , vali loss  0.7182505875062263
epoch  59  , train loss  0.703733807303504   , vali loss  0.7176643824600316
P1 = 0,  P2 = 1, P3 = 0, Fold = 2, CI-i = 0.520872, MSE = 0.717551
param  8   32   12
epoch  0  , train loss  20.529268434157903   , vali loss  1.5416779745610387
epoch  1  , train loss  0.8255308991885631   , vali loss  1.8160050262858791
epoch  2  , train loss  0.7871370666060578   , vali loss  2.1155106131722863
epoch  3  , train loss  0.7769660165371721   , vali loss  2.0782070973068376
epoch  4  , train loss  0.765427540073088   , vali loss  2.2791056766303877
epoch  5  , train loss  0.7613384589115121   , vali loss  1.9688759878216537
epoch  6  , train loss  0.758474596493066   , vali loss  1.7724626094784826
epoch  7  , train loss  0.7478844096075243   , vali loss  1.9201441360237308
epoch  8  , train loss  0.7470896751334227   , vali loss  1.5140013071226441
epoch  9  , train loss  0.7429505549153875   , vali loss  1.5948866043130014
epoch  10  , train loss  0.7359700902054266   , vali loss  1.6347034268258485
epoch  11  , train loss  0.732443572233859   , vali loss  1.6891023053432916
epoch  12  , train loss  0.7301646679030432   , vali loss  1.6839121875470677
epoch  13  , train loss  0.7261869676025184   , vali loss  1.631514920419715
epoch  14  , train loss  0.7226200498634111   , vali loss  1.5652506507944859
epoch  15  , train loss  0.7205495586212116   , vali loss  1.4230056843551255
epoch  16  , train loss  0.718194516332093   , vali loss  1.23500809632478
epoch  17  , train loss  0.7183927947469991   , vali loss  1.121380519670973
epoch  18  , train loss  0.7183970237946824   , vali loss  0.9589326541544404
epoch  19  , train loss  0.7164752062182732   , vali loss  0.8677219080292318
epoch  20  , train loss  0.7152088524556256   , vali loss  0.8288403847662849
epoch  21  , train loss  0.7140753718112979   , vali loss  0.7670228467955849
epoch  22  , train loss  0.7126179301724828   , vali loss  0.7314419213438017
epoch  23  , train loss  0.7105894273344413   , vali loss  0.7315409090960611
epoch  24  , train loss  0.7095001336132121   , vali loss  0.7305170869717188
epoch  25  , train loss  0.7095172727051751   , vali loss  0.7359125860580916
epoch  26  , train loss  0.7095884250006216   , vali loss  0.7280097185485748
epoch  27  , train loss  0.7078727871970418   , vali loss  0.7259492036462695
epoch  28  , train loss  0.7069684814702757   , vali loss  0.7277937416822509
epoch  29  , train loss  0.7063947497174357   , vali loss  0.7266794243319297
epoch  30  , train loss  0.7064108219621654   , vali loss  0.7226703664932181
epoch  31  , train loss  0.7059172714577339   , vali loss  0.7273046691502736
epoch  32  , train loss  0.7050689931655924   , vali loss  0.7251100567258277
epoch  33  , train loss  0.7051247612751022   , vali loss  0.7271141256031135
epoch  34  , train loss  0.7050405034306895   , vali loss  0.7240180174922997
epoch  35  , train loss  0.705014250199117   , vali loss  0.7240811049003714
epoch  36  , train loss  0.7049547338136116   , vali loss  0.7245423968412045
epoch  37  , train loss  0.7040194625318356   , vali loss  0.7233384194557474
epoch  38  , train loss  0.7044857927390663   , vali loss  0.7221742230279665
epoch  39  , train loss  0.7043247894129316   , vali loss  0.7193092336072316
epoch  40  , train loss  0.7041263655534986   , vali loss  0.7185915084188584
epoch  41  , train loss  0.7040850948607567   , vali loss  0.7183144240777565
epoch  42  , train loss  0.7040500171810314   , vali loss  0.7181997643110324
epoch  43  , train loss  0.7040278410051468   , vali loss  0.7181668736460582
epoch  44  , train loss  0.7038279314147349   , vali loss  0.7185366944161306
epoch  45  , train loss  0.7040846671099544   , vali loss  0.7176363183257001
epoch  46  , train loss  0.7040247682948303   , vali loss  0.7175542377580022
epoch  47  , train loss  0.7039629520875895   , vali loss  0.7175471521088012
epoch  48  , train loss  0.7039714173443441   , vali loss  0.7175506816086229
epoch  49  , train loss  0.7039351555042914   , vali loss  0.7175648420742158
epoch  50  , train loss  0.7039282193188254   , vali loss  0.7176217696088363
epoch  51  , train loss  0.7039089362288279   , vali loss  0.7177147606360422
epoch  52  , train loss  0.7038581958160147   , vali loss  0.7179647354909326
epoch  53  , train loss  0.7038049715325811   , vali loss  0.7182413578317726
epoch  54  , train loss  0.703755966344074   , vali loss  0.7188638871563727
epoch  55  , train loss  0.7036820890255198   , vali loss  0.7191897556748986
epoch  56  , train loss  0.7036149404268963   , vali loss  0.7178286497218768
epoch  57  , train loss  0.7038263689498451   , vali loss  0.7179462595964362
epoch  58  , train loss  0.7038539965116812   , vali loss  0.718260312571519
epoch  59  , train loss  0.7038080509808928   , vali loss  0.7184080090404942
P1 = 0,  P2 = 1, P3 = 1, Fold = 2, CI-i = 0.500148, MSE = 0.717547
[32]
[4, 8]
[8, 12]
param  4   32   8
epoch  0  , train loss  53.28053583664052   , vali loss  1.6674521049896
epoch  1  , train loss  0.8437312363828237   , vali loss  2.132526237396437
epoch  2  , train loss  0.8096991721774123   , vali loss  2.4359266692036767
epoch  3  , train loss  0.7942013121902068   , vali loss  2.1797973299275686
epoch  4  , train loss  0.7808300496460223   , vali loss  2.570030074364168
epoch  5  , train loss  0.7712005028151759   , vali loss  2.7403768501395933
epoch  6  , train loss  0.765272042681029   , vali loss  3.0979157953878307
epoch  7  , train loss  0.7632755043934975   , vali loss  2.6278120981478983
epoch  8  , train loss  0.7610346886736538   , vali loss  2.3458582908451917
epoch  9  , train loss  0.7594682719647126   , vali loss  2.510046361165175
epoch  10  , train loss  0.75079530678333   , vali loss  2.3776426351477467
epoch  11  , train loss  0.7508394422006847   , vali loss  2.359309593275975
epoch  12  , train loss  0.7459598951394399   , vali loss  2.3087605260763544
epoch  13  , train loss  0.7441100390288037   , vali loss  2.42696844359875
epoch  14  , train loss  0.7382230329134916   , vali loss  2.3694927058533706
epoch  15  , train loss  0.7381399381777075   , vali loss  2.3350053924822034
epoch  16  , train loss  0.736499627099576   , vali loss  2.4020037919976973
epoch  17  , train loss  0.7298822771003484   , vali loss  2.2704223934703722
epoch  18  , train loss  0.7274772343621526   , vali loss  2.1910755481886426
epoch  19  , train loss  0.7248404658429245   , vali loss  2.0495144502050504
epoch  20  , train loss  0.7232332518973049   , vali loss  1.9121172337283088
epoch  21  , train loss  0.7208027973724975   , vali loss  1.7443562148943044
epoch  22  , train loss  0.7197694620849504   , vali loss  1.56956355677837
epoch  23  , train loss  0.7178645557486018   , vali loss  1.4248157853592451
epoch  24  , train loss  0.718849910769907   , vali loss  1.231501304466398
epoch  25  , train loss  0.7166890914602617   , vali loss  1.0856779075187843
epoch  26  , train loss  0.7152669325382466   , vali loss  0.9496270472603342
epoch  27  , train loss  0.7144292852663124   , vali loss  0.838872752621376
epoch  28  , train loss  0.7110084635469006   , vali loss  0.8199046694123707
epoch  29  , train loss  0.7094274227480903   , vali loss  0.7603359038568872
epoch  30  , train loss  0.7080158321599425   , vali loss  0.7447864101099891
epoch  31  , train loss  0.7068582396388955   , vali loss  0.7376579319398282
epoch  32  , train loss  0.7062030406362106   , vali loss  0.741966498573111
epoch  33  , train loss  0.7059053220525834   , vali loss  0.7320464590537058
epoch  34  , train loss  0.7049760960408787   , vali loss  0.7334971919264918
epoch  35  , train loss  0.7045764905948292   , vali loss  0.7360772412869295
epoch  36  , train loss  0.7044061282840068   , vali loss  0.7397264687521066
epoch  37  , train loss  0.7041663014306295   , vali loss  0.740048322737976
epoch  38  , train loss  0.70399833484003   , vali loss  0.7376307709841636
epoch  39  , train loss  0.7040123935310474   , vali loss  0.7361783963570984
epoch  40  , train loss  0.703715089004487   , vali loss  0.7377827553977958
epoch  41  , train loss  0.7036126846743112   , vali loss  0.7355383778913991
epoch  42  , train loss  0.7035394766975607   , vali loss  0.7329998112921241
epoch  43  , train loss  0.7035782964294061   , vali loss  0.7298340159764397
epoch  44  , train loss  0.703765944174916   , vali loss  0.7315503116962638
epoch  45  , train loss  0.7033965034483411   , vali loss  0.728909849071135
epoch  46  , train loss  0.7034096175256497   , vali loss  0.7275667619993107
epoch  47  , train loss  0.7037634592216196   , vali loss  0.7224243928794719
epoch  48  , train loss  0.703537951049706   , vali loss  0.7259598121812908
epoch  49  , train loss  0.7033394068771377   , vali loss  0.7251155706680772
epoch  50  , train loss  0.7033191397918451   , vali loss  0.7239662260278319
epoch  51  , train loss  0.7032737661106013   , vali loss  0.7236915928865412
epoch  52  , train loss  0.7032639232059974   , vali loss  0.723037821177545
epoch  53  , train loss  0.7032785576145558   , vali loss  0.7223034105808249
epoch  54  , train loss  0.7032200911163745   , vali loss  0.7221380195768162
epoch  55  , train loss  0.7032619138650441   , vali loss  0.7211783972678769
epoch  56  , train loss  0.7032156582201409   , vali loss  0.7207083977171805
epoch  57  , train loss  0.7032075359237159   , vali loss  0.7203365423386727
epoch  58  , train loss  0.7031980294380215   , vali loss  0.7201268273320721
epoch  59  , train loss  0.7031756718564333   , vali loss  0.7169878948490287
P1 = 0,  P2 = 0, P3 = 0, Fold = 3, CI-i = 0.487962, MSE = 0.716988
param  4   32   12
epoch  0  , train loss  18.829119993339447   , vali loss  1.3091146563629599
epoch  1  , train loss  0.8397749290025254   , vali loss  1.7048476707978277
epoch  2  , train loss  0.8027261411425753   , vali loss  2.072395880295265
epoch  3  , train loss  0.7814987274910787   , vali loss  1.979082760028664
epoch  4  , train loss  0.7786553098528926   , vali loss  1.8979988688354206
epoch  5  , train loss  0.7694685254093839   , vali loss  2.03348191556602
epoch  6  , train loss  0.7641314190510317   , vali loss  2.0832210312671595
epoch  7  , train loss  0.7551060525744018   , vali loss  2.164295716544338
epoch  8  , train loss  0.752408707865878   , vali loss  2.01084559551324
epoch  9  , train loss  0.7439357802998415   , vali loss  2.077649112983807
epoch  10  , train loss  0.7435567625896337   , vali loss  1.9815595823309544
epoch  11  , train loss  0.7401082285723491   , vali loss  1.9417920753505713
epoch  12  , train loss  0.7338107487788706   , vali loss  1.8815860333789387
epoch  13  , train loss  0.7284912912835572   , vali loss  1.7074816309399872
epoch  14  , train loss  0.7244702586300739   , vali loss  1.5948746781460716
epoch  15  , train loss  0.7226013965642738   , vali loss  1.435603698419287
epoch  16  , train loss  0.7209111357927988   , vali loss  1.2901584502738435
epoch  17  , train loss  0.7203436460637255   , vali loss  1.0714724669506563
epoch  18  , train loss  0.7167189036265339   , vali loss  0.9678677007169616
epoch  19  , train loss  0.7152177148609499   , vali loss  0.8721663903153356
epoch  20  , train loss  0.7148065731655947   , vali loss  0.8149746907943459
epoch  21  , train loss  0.7116627982111667   , vali loss  0.7675503271918868
epoch  22  , train loss  0.7102728645649969   , vali loss  0.7423770370031699
epoch  23  , train loss  0.7089652156465716   , vali loss  0.7207332510697533
epoch  24  , train loss  0.7079256083439206   , vali loss  0.7177650651356432
epoch  25  , train loss  0.7071980255894528   , vali loss  0.7175590321470767
epoch  26  , train loss  0.7066161793699317   , vali loss  0.7173758442679269
epoch  27  , train loss  0.7060335901201005   , vali loss  0.7215751243590873
epoch  28  , train loss  0.7057513572096831   , vali loss  0.7190998120995996
epoch  29  , train loss  0.7052051859078835   , vali loss  0.7172360110091767
epoch  30  , train loss  0.7046188343707765   , vali loss  0.7198093417657493
epoch  31  , train loss  0.7044128128773268   , vali loss  0.7202559585948471
epoch  32  , train loss  0.7041001588407066   , vali loss  0.7203547274287938
epoch  33  , train loss  0.7040264832295446   , vali loss  0.7238038017891442
epoch  34  , train loss  0.703839615264847   , vali loss  0.720827324522026
epoch  35  , train loss  0.7036497124713985   , vali loss  0.7232099647778186
epoch  36  , train loss  0.703651628907857   , vali loss  0.7269623162261463
epoch  37  , train loss  0.7035032930611972   , vali loss  0.7231807380066391
epoch  38  , train loss  0.7034968564097719   , vali loss  0.7206797377027341
epoch  39  , train loss  0.7033740365527598   , vali loss  0.7201205966128952
epoch  40  , train loss  0.7033099446360079   , vali loss  0.7195342937629452
epoch  41  , train loss  0.7032645544636116   , vali loss  0.7190471791357348
epoch  42  , train loss  0.7032523650914737   , vali loss  0.7185807365842276
epoch  43  , train loss  0.7032497077658633   , vali loss  0.7183078740961543
epoch  44  , train loss  0.7032522287861845   , vali loss  0.7180694118319801
epoch  45  , train loss  0.7032061393502048   , vali loss  0.7178232701100911
epoch  46  , train loss  0.7031873857371974   , vali loss  0.7176957584914143
epoch  47  , train loss  0.7032320531749237   , vali loss  0.7174686375767063
epoch  48  , train loss  0.7030545865432742   , vali loss  0.7196899882534624
epoch  49  , train loss  0.70328288956183   , vali loss  0.7171935910436804
epoch  50  , train loss  0.70316047512467   , vali loss  0.7170615330020177
epoch  51  , train loss  0.7031334201260978   , vali loss  0.7169935288624747
epoch  52  , train loss  0.7031100517030817   , vali loss  0.7169414540392979
epoch  53  , train loss  0.7030833500046981   , vali loss  0.7169573861712268
epoch  54  , train loss  0.7030415767355351   , vali loss  0.7171386085215137
epoch  55  , train loss  0.7029673093753631   , vali loss  0.7173094721204331
epoch  56  , train loss  0.703310998681655   , vali loss  0.7170285376017421
epoch  57  , train loss  0.7030132198008333   , vali loss  0.7171804534257278
epoch  58  , train loss  0.7029993435558564   , vali loss  0.7172007238618726
epoch  59  , train loss  0.7029987587716592   , vali loss  0.7172138581289731
P1 = 0,  P2 = 0, P3 = 1, Fold = 3, CI-i = 0.519512, MSE = 0.716941
param  8   32   8
epoch  0  , train loss  41.777709304185585   , vali loss  0.9242152396302782
epoch  1  , train loss  0.8466884965880639   , vali loss  1.413658786433322
epoch  2  , train loss  0.819186133405463   , vali loss  1.650385788099256
epoch  3  , train loss  0.7953924300935667   , vali loss  1.8125791831238882
epoch  4  , train loss  0.7812018449632259   , vali loss  1.9149273497684887
epoch  5  , train loss  0.7700894397865227   , vali loss  2.0623075579561427
epoch  6  , train loss  0.764264960812557   , vali loss  2.234292722001178
epoch  7  , train loss  0.765301559588228   , vali loss  2.2841789277880102
epoch  8  , train loss  0.7574369556779603   , vali loss  2.3364250935631876
epoch  9  , train loss  0.7465356461134087   , vali loss  2.2785528295751067
epoch  10  , train loss  0.7494672144606714   , vali loss  2.2642573651503413
epoch  11  , train loss  0.7441861986799432   , vali loss  2.320540337676514
epoch  12  , train loss  0.7413213970188294   , vali loss  2.4320941429727547
epoch  13  , train loss  0.7341676985263655   , vali loss  2.185135857736788
epoch  14  , train loss  0.7321079951109507   , vali loss  2.1505452994675123
epoch  15  , train loss  0.7282669458392186   , vali loss  2.126790251275334
epoch  16  , train loss  0.725887627006817   , vali loss  1.994170718604592
epoch  17  , train loss  0.7242327110578289   , vali loss  1.861202154108013
Traceback (most recent call last):
  File "tranpytorch.py", line 457, in <module>
    run_regression(FLAGS)
  File "tranpytorch.py", line 446, in run_regression
    experiment(FLAGS, perfmeasure)
  File "tranpytorch.py", line 437, in experiment
    perfmeasure, FLAGS, dataset)
  File "tranpytorch.py", line 102, in nfold_1_2_3_setting_sample
    val_sets)
  File "tranpytorch.py", line 314, in general_nfold_cv
    output = model(train_drug_batch, train_prot_batch)
  File "/home/tainv/anaconda3/envs/py36/lib/python3.6/site-packages/torch/nn/modules/module.py", line 489, in __call__
    result = self.forward(*input, **kwargs)
  File "tranpytorch.py", line 189, in forward
    encode_protein = F.relu(self.conv3XT(encode_protein))
  File "/home/tainv/anaconda3/envs/py36/lib/python3.6/site-packages/torch/nn/functional.py", line 862, in relu
    result = torch.relu(input)
RuntimeError: CUDA out of memory. Tried to allocate 91.88 MiB (GPU 0; 10.91 GiB total capacity; 1.14 GiB already allocated; 60.38 MiB free; 27.95 MiB cached)
